ASN,Location_bias,Network_size_bias,Topology_bias,IXP_related_bias,Network_type_bias,RIR_region,Customer_cone_num_ASNs,Customer_cone_num_prefixes,Location_country,num_neighbors_total,Scope_PeeringDB,Network_type_PeeringDB,Peering_policy_PeeringDB,IXPs_PeeringDB,num_facilities_PeeringDB,is_in_peeringDB,nb_atlas_probes_v4,nb_atlas_probes_v6,is_routeviews_peer,Improvement_proximity,kind
262343,-0.46,0.04,0.06,0.27,-0.02,LACNIC,4.0,74.0,BR,19.0,Regional,Cable/DSL/ISP,Selective,2.0,2.0,1.0,,,,,Atlas
210,-0.13,0.06,0.08,-0.12,0.12,ARIN,8.0,74.0,US,16.0,North America,Educational/Research,Open,2.0,0.0,1.0,,,,,Atlas
131281,-0.05,-0.18,-0.12,0.0,-0.01,APNIC,1.0,1.0,PH,2.0,,,,,,0.0,,,,,Atlas
131284,-0.15,0.05,0.03,-0.19,-0.28,APNIC,21.0,174.0,AF,21.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,,Atlas
262349,-0.46,-0.05,-0.07,0.0,-0.01,LACNIC,1.0,5.0,BR,1.0,,,,,,0.0,,,,,Atlas
262351,-0.46,-0.05,-0.12,0.0,-0.01,LACNIC,1.0,5.0,BR,2.0,,,,,,0.0,,,,,Atlas
262352,-0.46,0.05,0.06,0.21,-0.13,LACNIC,13.0,81.0,BR,23.0,South America,Cable/DSL/ISP,Selective,4.0,0.0,1.0,,,,,Atlas
262354,-0.46,0.04,-0.0,-0.07,0.08,LACNIC,6.0,42.0,BR,18.0,Regional,Cable/DSL/ISP,Open,6.0,0.0,1.0,,,,,Atlas
262355,-0.46,0.06,0.09,0.05,-0.05,LACNIC,87.0,477.0,BR,145.0,South America,NSP,Open,14.0,5.0,1.0,,,,,Atlas
131290,-0.03,-0.15,-0.12,0.0,-0.01,APNIC,1.0,4.0,AU,2.0,,,,,,0.0,,,,,Atlas
131291,-0.01,-0.05,-0.03,-0.03,0.01,APNIC,1.0,6.0,NZ,5.0,Regional,Cable/DSL/ISP,Open,2.0,2.0,1.0,,,,,Atlas
131292,-0.03,-0.05,-0.12,-0.12,-0.28,APNIC,1.0,4.0,AU,2.0,Not Disclosed,Not Disclosed,Open,2.0,0.0,1.0,,,,,Atlas
131293,-0.07,0.06,-0.03,0.0,-0.01,APNIC,16.0,147.0,TH,18.0,,,,,,0.0,,,,,Atlas
262357,-0.46,-0.18,-0.03,0.1,-0.19,LACNIC,1.0,3.0,BR,3.0,Not Disclosed,Not Disclosed,Selective,0.0,1.0,1.0,,,,,Atlas
223,-0.13,-0.05,-0.03,0.0,-0.01,ARIN,1.0,10.0,US,3.0,,,,,,0.0,,,,,Atlas
225,-0.13,0.01,-0.12,0.0,-0.01,ARIN,1.0,20.0,US,2.0,,,,,,0.0,,,,,Atlas
226,-0.13,0.07,0.08,0.0,0.07,ARIN,19.0,246.0,US,45.0,Regional,Educational/Research,Open,3.0,2.0,1.0,,,,,Atlas
131296,-0.01,-0.09,-0.09,-0.19,-0.01,APNIC,1.0,2.0,NZ,3.0,Asia Pacific,Cable/DSL/ISP,Open,1.0,1.0,1.0,,,,,Atlas
131297,-0.04,-0.18,-0.12,0.0,-0.01,APNIC,1.0,1.0,LA,2.0,,,,,,0.0,,,,,Atlas
229,-0.13,-0.09,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,,,Atlas
131299,-0.07,-0.05,-0.07,-0.19,-0.02,APNIC,1.0,4.0,IN,1.0,Asia Pacific,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
231,-0.13,0.0,-0.09,0.0,-0.01,ARIN,2.0,9.0,US,3.0,,,,,,0.0,,,,,Atlas
131302,-0.07,-0.18,-0.12,0.0,-0.01,APNIC,1.0,2.0,IN,2.0,,,,,,0.0,,,,,Atlas
131303,-0.05,-0.13,-0.04,-0.09,-0.12,APNIC,1.0,1.0,PH,9.0,Asia Pacific,Not Disclosed,Open,3.0,0.0,1.0,,,,,Atlas
131306,-0.05,-0.18,-0.12,0.0,-0.01,APNIC,1.0,2.0,PH,2.0,,,,,,0.0,,,,,Atlas
262372,-0.46,0.04,0.04,-0.01,-0.09,LACNIC,5.0,47.0,BR,12.0,South America,NSP,Open,2.0,4.0,1.0,,,,,Atlas
262374,-0.46,0.04,0.06,-0.12,-0.09,LACNIC,5.0,76.0,BR,9.0,Regional,Cable/DSL/ISP,Open,2.0,0.0,1.0,,,,,Atlas
131310,-0.05,0.04,0.05,-0.19,0.02,APNIC,4.0,95.0,MY,12.0,Asia Pacific,NSP,Open,1.0,0.0,1.0,,,,,Atlas
262375,-0.46,0.05,-0.03,0.19,-0.09,LACNIC,9.0,199.0,BR,11.0,South America,Cable/DSL/ISP,Selective,1.0,2.0,1.0,,,,,Atlas
131312,-0.03,-0.18,-0.12,0.0,-0.01,APNIC,1.0,1.0,AU,2.0,,,,,,0.0,,,,,Atlas
262376,-0.46,-0.04,0.02,-0.09,-0.07,LACNIC,1.0,21.0,BR,11.0,Regional,Cable/DSL/ISP,Open,3.0,0.0,1.0,,,,,Atlas
131314,-0.06,0.04,0.1,0.02,0.02,APNIC,8.0,98.0,HK,83.0,Asia Pacific,NSP,Open,4.0,6.0,1.0,,,,,Atlas
243,-0.13,0.02,-0.12,0.0,-0.01,ARIN,1.0,71.0,US,2.0,,,,,,0.0,,,,,Atlas
131316,-0.03,-0.05,0.0,-0.19,-0.06,APNIC,1.0,4.0,AU,10.0,Australia,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,,,Atlas
131317,-0.07,-0.09,-0.03,0.0,-0.01,APNIC,1.0,3.0,IN,3.0,,,,,,0.0,,,,,Atlas
262381,-0.46,-0.04,-0.04,-0.12,-0.02,LACNIC,1.0,15.0,BR,9.0,Regional,Cable/DSL/ISP,Open,2.0,0.0,1.0,,,,,Atlas
262382,-0.46,-0.05,-0.12,0.0,-0.01,LACNIC,1.0,12.0,BR,2.0,,,,,,0.0,,,,,Atlas
262383,-0.46,-0.05,-0.09,0.0,-0.01,LACNIC,1.0,6.0,BR,3.0,,,,,,0.0,,,,,Atlas
262385,-0.46,-0.02,0.02,-0.19,-0.02,LACNIC,2.0,32.0,BR,13.0,Regional,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,,,Atlas
250,0.05,-0.05,0.04,0.05,0.06,RIPE,2.0,7.0,EU,9.0,Europe,Non-Profit,Open,8.0,7.0,1.0,,,,,Atlas
131322,-0.05,0.04,-0.05,-0.19,-0.08,APNIC,4.0,51.0,MM,5.0,Asia Pacific,NSP,Open,1.0,0.0,1.0,,,,,Atlas
262387,-0.46,0.04,0.06,-0.12,-0.02,LACNIC,6.0,47.0,BR,19.0,Regional,Cable/DSL/ISP,Open,2.0,0.0,1.0,,,,,Atlas
131325,-0.05,0.01,-0.12,0.0,-0.01,APNIC,1.0,68.0,CN,2.0,,,,,,0.0,,,,,Atlas
262389,-0.46,-0.05,-0.03,-0.19,0.1,LACNIC,1.0,4.0,BR,3.0,Regional,NSP,Open,0.0,0.0,1.0,,,,,Atlas
262390,-0.46,-0.18,-0.03,0.0,-0.01,LACNIC,1.0,3.0,BR,3.0,,,,,,0.0,,,,,Atlas
262391,-0.46,0.0,-0.04,-0.19,0.01,LACNIC,2.0,38.0,BR,3.0,Regional,NSP,Open,0.0,0.0,1.0,,,,,Atlas
257,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,8.0,US,2.0,,,,,,0.0,,,,,Atlas
131330,-0.05,-0.62,-0.07,0.0,-0.01,APNIC,1.0,0.0,MY,0.0,,,,,,0.0,,,,,Atlas
262394,-0.46,0.05,-0.04,-0.19,-0.02,LACNIC,9.0,99.0,BR,7.0,Regional,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
260,-0.13,0.03,-0.04,-0.23,0.03,ARIN,5.0,172.0,US,8.0,Global,NSP,No,0.0,0.0,1.0,,,,,Atlas
131332,-0.05,-0.18,-0.03,0.0,-0.01,APNIC,1.0,2.0,MY,3.0,,,,,,0.0,,,,,Atlas
262401,-0.46,0.04,0.05,0.0,-0.01,LACNIC,4.0,53.0,BR,14.0,,,,,,0.0,,,,,Atlas
262402,-0.46,0.01,0.02,0.1,-0.04,LACNIC,2.0,54.0,BR,16.0,Regional,Cable/DSL/ISP,Selective,1.0,0.0,1.0,,,,,Atlas
262403,-0.46,0.05,0.06,-0.01,-0.02,LACNIC,10.0,68.0,BR,21.0,Regional,Cable/DSL/ISP,Open,2.0,6.0,1.0,,,,,Atlas
131337,-0.06,-0.18,-0.03,0.0,-0.01,APNIC,1.0,2.0,HK,4.0,,,,,,0.0,,,,,Atlas
262404,-0.46,0.04,-0.03,-0.19,0.06,LACNIC,3.0,24.0,BR,5.0,Regional,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
262405,-0.46,-0.05,-0.12,0.0,-0.01,LACNIC,1.0,5.0,BR,2.0,,,,,,0.0,,,,,Atlas
131341,-0.05,-0.09,-0.12,0.0,-0.01,APNIC,1.0,3.0,NP,2.0,,,,,,0.0,,,,,Atlas
270,-0.13,0.06,0.01,0.0,-0.01,ARIN,6.0,146.0,US,6.0,,,,,,0.0,,,,,Atlas
271,-0.1,0.06,0.07,-0.19,0.1,ARIN,20.0,179.0,CA,24.0,North America,Educational/Research,Open,1.0,1.0,1.0,,,,,Atlas
131342,-0.1,-0.05,-0.12,0.0,-0.01,APNIC,1.0,5.0,VN,2.0,,,,,,0.0,,,,,Atlas
131343,-0.1,-0.05,-0.03,0.0,-0.01,APNIC,1.0,5.0,VN,4.0,,,,,,0.0,,,,,Atlas
262409,-0.46,-0.02,0.03,-0.09,0.05,LACNIC,3.0,9.0,BR,35.0,Regional,Cable/DSL/ISP,Open,3.0,0.0,1.0,,,,,Atlas
131347,-0.1,-0.18,-0.12,0.0,-0.01,APNIC,1.0,1.0,VN,2.0,,,,,,0.0,,,,,Atlas
276,-0.13,-0.07,0.0,0.0,-0.01,ARIN,1.0,3.0,US,13.0,,,,,,0.0,,,,,Atlas
131348,-0.1,-0.05,-0.12,0.0,-0.01,APNIC,1.0,5.0,VN,2.0,,,,,,0.0,,,,,Atlas
131349,-0.1,0.04,-0.04,0.0,-0.01,APNIC,3.0,66.0,VN,3.0,,,,,,0.0,,,,,Atlas
131350,-0.1,-0.68,-0.07,0.0,-0.01,APNIC,1.0,0.0,VN,0.0,,,,,,0.0,,,,,Atlas
131351,-0.1,-0.05,-0.03,0.0,-0.01,APNIC,1.0,5.0,VN,4.0,,,,,,0.0,,,,,Atlas
131353,-0.1,0.0,-0.03,0.0,-0.01,APNIC,1.0,31.0,VN,3.0,,,,,,0.0,,,,,Atlas
131354,-0.1,-0.18,-0.03,0.0,-0.01,APNIC,1.0,1.0,VN,3.0,,,,,,0.0,,,,,Atlas
262420,-0.46,0.04,-0.01,-0.1,-0.16,LACNIC,4.0,55.0,BR,14.0,South America,Cable/DSL/ISP,Open,1.0,2.0,1.0,,,,,Atlas
131357,-0.1,-0.05,-0.03,-0.19,-0.1,APNIC,1.0,5.0,VN,3.0,Asia Pacific,Educational/Research,Open,0.0,0.0,1.0,,,,,Atlas
286,0.05,0.04,0.07,0.1,0.03,RIPE,3.0,25.0,NL,370.0,Global,NSP,Restrictive,0.0,0.0,1.0,,,,,Atlas
262422,-0.46,-0.05,-0.12,0.0,-0.01,LACNIC,1.0,6.0,BR,2.0,,,,,,0.0,,,,,Atlas
288,0.05,0.01,-0.03,0.0,-0.01,RIPE,1.0,102.0,DE,3.0,,,,,,0.0,,,,,Atlas
262424,-0.46,0.05,0.0,-0.19,-0.02,LACNIC,16.0,118.0,BR,20.0,Regional,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,,,Atlas
131362,-0.1,-0.18,-0.12,0.0,-0.01,APNIC,1.0,2.0,VN,2.0,,,,,,0.0,,,,,Atlas
131363,-0.1,-0.09,-0.03,0.0,-0.01,APNIC,1.0,3.0,VN,3.0,,,,,,0.0,,,,,Atlas
131364,-0.1,-0.09,-0.03,0.0,-0.01,APNIC,1.0,3.0,VN,3.0,,,,,,0.0,,,,,Atlas
293,-0.13,0.07,0.09,0.35,0.04,ARIN,38.0,334.0,US,286.0,North America,NSP,Selective,7.0,18.0,1.0,,,1.0,,Atlas
131365,-0.1,-0.09,-0.03,0.0,-0.01,APNIC,1.0,3.0,VN,3.0,,,,,,0.0,,,,,Atlas
131367,-0.1,-0.05,-0.12,0.0,-0.01,APNIC,1.0,8.0,VN,2.0,,,,,,0.0,,,,,Atlas
131368,-0.1,-0.05,-0.03,0.0,-0.01,APNIC,1.0,5.0,VN,3.0,,,,,,0.0,,,,,Atlas
297,-0.13,0.06,0.05,0.28,-0.01,ARIN,12.0,202.0,US,18.0,North America,Educational/Research,Selective,2.0,5.0,1.0,,,,,Atlas
262433,-0.46,-0.04,0.0,-0.19,-0.28,LACNIC,2.0,14.0,BR,6.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,,Atlas
131371,-0.1,-0.05,-0.12,0.0,-0.01,APNIC,1.0,4.0,VN,2.0,,,,,,0.0,,,,,Atlas
131372,-0.1,-0.09,-0.12,0.0,-0.01,APNIC,1.0,1.0,VN,2.0,,,,,,0.0,,,,,Atlas
302,-0.13,0.06,0.03,-0.1,-0.0,ARIN,9.0,39.0,US,11.0,Regional,Educational/Research,Open,0.0,3.0,1.0,,,,,Atlas
131373,-0.1,-0.05,-0.12,0.0,-0.01,APNIC,1.0,5.0,VN,2.0,,,,,,0.0,,,,,Atlas
131375,-0.1,-0.05,-0.09,0.0,-0.01,APNIC,1.0,5.0,VN,3.0,,,,,,0.0,,,,,Atlas
131376,-0.1,-0.18,-0.12,0.0,-0.01,APNIC,1.0,1.0,VN,2.0,,,,,,0.0,,,,,Atlas
306,-0.13,0.07,0.02,0.0,-0.01,ARIN,53.0,1264.0,US,54.0,,,,,,0.0,,,,,Atlas
131379,-0.1,-0.09,-0.12,0.0,-0.01,APNIC,1.0,1.0,VN,2.0,,,,,,0.0,,,,,Atlas
131380,-0.1,-0.05,-0.03,0.0,-0.01,APNIC,1.0,5.0,VN,3.0,,,,,,0.0,,,,,Atlas
131381,-0.1,-0.09,-0.12,0.0,-0.01,APNIC,1.0,2.0,VN,2.0,,,,,,0.0,,,,,Atlas
262448,-0.46,-0.05,0.0,-0.03,-0.19,LACNIC,1.0,10.0,BR,8.0,Not Disclosed,Not Disclosed,Open,2.0,2.0,1.0,,,,,Atlas
131383,-0.1,-0.05,-0.03,0.0,-0.01,APNIC,1.0,7.0,VN,3.0,,,,,,0.0,,,,,Atlas
262450,-0.46,-0.05,0.02,-0.19,-0.03,LACNIC,2.0,13.0,BR,8.0,Regional,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
262452,-0.46,-0.05,-0.07,-0.12,-0.28,LACNIC,1.0,4.0,BR,1.0,Not Disclosed,Not Disclosed,,0.0,0.0,1.0,,,,,Atlas
131386,-0.1,-0.01,-0.12,0.0,-0.01,APNIC,1.0,11.0,VN,2.0,,,,,,0.0,,,,,Atlas
131387,-0.1,-0.18,-0.12,0.0,-0.01,APNIC,1.0,2.0,VN,2.0,,,,,,0.0,,,,,Atlas
262453,-0.46,-0.05,0.02,-0.19,-0.06,LACNIC,1.0,10.0,BR,8.0,Regional,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
317,-0.13,-0.01,-0.09,0.0,-0.01,ARIN,1.0,6.0,US,3.0,,,,,,0.0,,,,,Atlas
131389,-0.1,-0.09,-0.12,0.0,-0.01,APNIC,1.0,3.0,VN,2.0,,,,,,0.0,,,,,Atlas
131390,-0.1,-0.05,-0.12,0.0,-0.01,APNIC,1.0,5.0,VN,2.0,,,,,,0.0,,,,,Atlas
131391,-0.1,-0.05,-0.03,0.0,-0.01,APNIC,1.0,5.0,VN,3.0,,,,,,0.0,,,,,Atlas
321,-0.13,-0.01,-0.12,0.0,-0.01,ARIN,1.0,12.0,US,2.0,,,,,,0.0,,,,,Atlas
262457,-0.46,0.0,-0.04,-0.19,-0.06,LACNIC,2.0,25.0,BR,13.0,Regional,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,,,Atlas
262458,-0.46,-0.04,0.02,0.1,-0.01,LACNIC,2.0,15.0,BR,8.0,Regional,Cable/DSL/ISP,Selective,1.0,0.0,1.0,,,,,Atlas
262459,-0.46,0.04,-0.04,0.1,0.06,LACNIC,4.0,45.0,BR,6.0,Global,Cable/DSL/ISP,Selective,1.0,0.0,1.0,,,,,Atlas
262462,-0.46,0.06,0.01,0.27,-0.06,LACNIC,66.0,438.0,BR,63.0,Regional,Cable/DSL/ISP,Selective,2.0,2.0,1.0,,,,,Atlas
131398,-0.1,-0.05,-0.12,-0.19,-0.1,APNIC,1.0,4.0,VN,2.0,Regional,Network Services,Open,0.0,0.0,1.0,,,,,Atlas
262463,-0.46,-0.04,-0.04,-0.19,-0.08,LACNIC,1.0,23.0,BR,14.0,South America,NSP,Open,1.0,0.0,1.0,,,,,Atlas
262464,-0.46,-0.05,-0.12,-0.09,-0.09,LACNIC,1.0,8.0,BR,2.0,Regional,Cable/DSL/ISP,Open,3.0,0.0,1.0,,,,,Atlas
329,-0.13,-0.01,-0.07,0.0,-0.01,ARIN,1.0,9.0,US,2.0,,,,,,0.0,,,,,Atlas
131401,-0.1,-0.09,-0.12,0.0,-0.01,APNIC,1.0,1.0,VN,2.0,,,,,,0.0,,,,,Atlas
131402,-0.1,-0.05,-0.03,0.0,-0.01,APNIC,1.0,7.0,VN,3.0,,,,,,0.0,,,,,Atlas
131403,-0.1,-0.05,-0.07,0.0,-0.01,APNIC,2.0,6.0,VN,2.0,,,,,,0.0,,,,,Atlas
131405,-0.1,-0.09,-0.12,0.0,-0.01,APNIC,1.0,3.0,VN,2.0,,,,,,0.0,,,,,Atlas
262469,-0.46,0.0,-0.04,0.19,-0.02,LACNIC,1.0,21.0,BR,10.0,Regional,Cable/DSL/ISP,Selective,1.0,2.0,1.0,,,,,Atlas
262470,-0.46,-0.01,-0.03,-0.19,-0.18,LACNIC,1.0,5.0,BR,5.0,Not Disclosed,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,,,Atlas
131408,-0.1,-0.09,-0.12,0.0,-0.01,APNIC,1.0,3.0,VN,2.0,,,,,,0.0,,,,,Atlas
131409,-0.1,-0.13,-0.12,0.0,-0.01,APNIC,1.0,3.0,VN,2.0,,,,,,0.0,,,,,Atlas
131410,-0.1,-0.05,-0.03,0.0,-0.01,APNIC,1.0,6.0,VN,3.0,,,,,,0.0,,,,,Atlas
262474,-0.46,0.04,0.08,-0.09,0.02,LACNIC,15.0,52.0,BR,28.0,Regional,Enterprise,Open,3.0,0.0,1.0,,,,,Atlas
131412,-0.1,-0.05,-0.03,0.0,-0.01,APNIC,1.0,4.0,VN,3.0,,,,,,0.0,,,,,Atlas
341,-0.13,-0.01,-0.12,0.0,-0.01,ARIN,1.0,6.0,US,2.0,,,,,,0.0,,,,,Atlas
131413,-0.1,-0.05,-0.03,0.0,-0.01,APNIC,1.0,5.0,VN,3.0,,,,,,0.0,,,,,Atlas
131414,-0.1,-0.05,-0.12,0.0,-0.01,APNIC,1.0,5.0,VN,2.0,,,,,,0.0,,,,,Atlas
344,-0.13,0.01,-0.12,0.0,-0.01,ARIN,1.0,21.0,US,2.0,,,,,,0.0,,,,,Atlas
345,-0.13,0.01,-0.09,0.0,-0.01,ARIN,1.0,15.0,US,3.0,,,,,,0.0,,,,,Atlas
131415,-0.1,-0.09,-0.12,-0.19,-0.36,APNIC,1.0,1.0,VN,2.0,Asia Pacific,Government,Open,1.0,0.0,1.0,,,,,Atlas
131418,-0.1,0.04,0.03,0.0,-0.01,APNIC,7.0,37.0,VN,9.0,,,,,,0.0,,,,,Atlas
348,-0.13,-0.01,-0.07,0.0,-0.01,ARIN,1.0,10.0,US,2.0,,,,,,0.0,,,,,Atlas
131419,-0.1,-0.05,-0.12,0.0,-0.01,APNIC,1.0,4.0,VN,2.0,,,,,,0.0,,,,,Atlas
131421,-0.1,-0.02,-0.04,0.0,-0.01,APNIC,3.0,8.0,VN,3.0,,,,,,0.0,,,,,Atlas
262486,-0.46,-0.05,-0.12,-0.19,-0.28,LACNIC,1.0,6.0,BR,2.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,,Atlas
262487,-0.46,-0.05,-0.09,0.0,-0.01,LACNIC,1.0,5.0,BR,3.0,,,,,,0.0,,,,,Atlas
131425,-0.1,-0.05,-0.12,0.0,-0.01,APNIC,1.0,4.0,VN,2.0,,,,,,0.0,,,,,Atlas
262489,-0.46,-0.05,-0.09,-0.19,-0.19,LACNIC,1.0,10.0,BR,4.0,South America,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,,,Atlas
262490,-0.46,-0.05,-0.01,-0.19,-0.21,LACNIC,2.0,7.0,BR,6.0,South America,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
262491,-0.46,0.04,-0.04,-0.09,-0.16,LACNIC,3.0,31.0,BR,8.0,South America,Cable/DSL/ISP,Open,4.0,0.0,1.0,,,,,Atlas
131429,-0.1,0.02,0.01,0.0,-0.01,APNIC,1.0,203.0,VN,7.0,,,,,,0.0,,,,,Atlas
131430,-0.1,-0.05,-0.12,0.0,-0.01,APNIC,1.0,5.0,VN,2.0,,,,,,0.0,,,,,Atlas
262494,-0.46,0.05,0.05,-0.12,0.02,LACNIC,26.0,187.0,BR,33.0,Regional,Cable/DSL/ISP,Open,2.0,0.0,1.0,,,,,Atlas
262495,-0.46,0.0,-0.09,-0.19,-0.32,LACNIC,2.0,19.0,BR,3.0,South America,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,,,Atlas
262496,-0.46,0.04,0.02,0.21,0.01,LACNIC,3.0,30.0,BR,12.0,Regional,Cable/DSL/ISP,Selective,3.0,0.0,1.0,,,,,Atlas
262498,-0.46,0.04,0.01,-0.19,-0.14,LACNIC,8.0,30.0,BR,7.0,South America,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
131435,-0.1,-0.04,-0.09,0.0,-0.01,APNIC,2.0,17.0,VN,3.0,,,,,,0.0,,,,,Atlas
262499,-0.46,-0.05,0.02,-0.19,-0.04,LACNIC,1.0,6.0,BR,13.0,Regional,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
262500,-0.46,-0.05,-0.01,-0.12,0.03,LACNIC,2.0,8.0,BR,6.0,Regional,Content,Open,2.0,0.0,1.0,,,,,Atlas
131438,-0.1,-0.09,-0.01,0.0,-0.01,APNIC,1.0,3.0,VN,5.0,,,,,,0.0,,,,,Atlas
367,-0.13,0.03,-0.03,0.0,-0.01,ARIN,1.0,514.0,US,17.0,,,,,,0.0,,,,,Atlas
262503,-0.46,0.06,0.01,-0.09,-0.01,LACNIC,92.0,521.0,BR,82.0,South America,NSP,Open,4.0,0.0,1.0,,,,,Atlas
262504,-0.46,0.0,-0.04,-0.12,0.05,LACNIC,2.0,33.0,BR,11.0,Regional,Cable/DSL/ISP,Open,2.0,1.0,1.0,,,,,Atlas
131442,-0.07,0.0,-0.03,-0.19,-0.02,APNIC,1.0,26.0,IN,3.0,Asia Pacific,Cable/DSL/ISP,Open,1.0,1.0,1.0,,,,,Atlas
262506,-0.46,-0.05,0.0,-0.19,-0.22,LACNIC,1.0,6.0,BR,12.0,Not Disclosed,Not Disclosed,Open,1.0,0.0,1.0,,,,,Atlas
262507,-0.46,-0.01,0.02,-0.19,-0.2,LACNIC,2.0,8.0,BR,15.0,South America,Cable/DSL/ISP,Open,1.0,1.0,1.0,,,1.0,,Atlas
131445,-0.07,0.02,-0.07,0.0,-0.01,APNIC,1.0,201.0,TH,2.0,,,,,,0.0,,,,,Atlas
131446,-0.03,-0.18,0.02,-0.12,-0.28,APNIC,1.0,1.0,AU,13.0,Not Disclosed,Not Disclosed,,1.0,0.0,1.0,,,,,Atlas
376,-0.1,0.07,0.08,0.27,0.05,ARIN,19.0,383.0,CA,37.0,Regional,Educational/Research,Selective,2.0,3.0,1.0,,,,,Atlas
131448,-0.06,-0.05,-0.12,0.0,-0.01,APNIC,1.0,6.0,HK,2.0,,,,,,0.0,,,,,Atlas
262514,-0.46,-0.01,-0.03,-0.19,-0.15,LACNIC,1.0,12.0,BR,3.0,Regional,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
262515,-0.46,-0.18,-0.12,0.0,-0.01,LACNIC,1.0,3.0,BR,2.0,,,,,,0.0,,,,,Atlas
262516,-0.46,-0.01,-0.04,-0.19,-0.01,LACNIC,2.0,12.0,BR,12.0,Global,NSP,Open,1.0,0.0,1.0,,,,,Atlas
262517,-0.46,0.04,0.06,-0.19,-0.06,LACNIC,7.0,48.0,BR,15.0,Regional,Cable/DSL/ISP,Open,0.0,1.0,1.0,,,,,Atlas
131455,-0.03,-0.05,0.02,0.0,-0.01,APNIC,1.0,5.0,AU,7.0,,,,,,0.0,,,,,Atlas
262519,-0.46,0.0,0.02,0.1,-0.02,LACNIC,1.0,28.0,BR,8.0,Regional,Cable/DSL/ISP,Selective,1.0,0.0,1.0,,,,,Atlas
385,-0.13,0.06,-0.04,0.0,-0.01,ARIN,3.0,1085.0,US,3.0,,,,,,0.0,,,,,Atlas
131458,-0.07,-0.05,-0.03,0.0,-0.01,APNIC,1.0,7.0,IN,3.0,,,,,,0.0,,,,,Atlas
131459,-0.07,-0.05,-0.12,-0.12,-0.08,APNIC,1.0,11.0,IN,2.0,Asia Pacific,Cable/DSL/ISP,Open,2.0,0.0,1.0,,,,,Atlas
262524,-0.46,-0.18,-0.03,0.0,-0.01,LACNIC,1.0,1.0,BR,3.0,,,,,,0.0,,,,,Atlas
262526,-0.46,0.07,0.03,-0.19,0.1,LACNIC,52.0,1854.0,BR,22.0,Regional,NSP,Open,1.0,0.0,1.0,,,,,Atlas
131462,-0.03,-0.04,-0.12,0.0,-0.01,APNIC,1.0,17.0,AU,2.0,,,,,,0.0,,,,,Atlas
262527,-0.46,0.02,-0.03,-0.19,0.01,LACNIC,4.0,24.0,BR,5.0,Regional,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,,,Atlas
131464,-0.25,0.04,0.02,-0.19,-0.28,APNIC,4.0,26.0,BD,6.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,,Atlas
262530,-0.46,0.0,-0.04,-0.19,-0.07,LACNIC,1.0,36.0,BR,11.0,Not Disclosed,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
262531,-0.46,-0.01,-0.03,0.0,-0.01,LACNIC,2.0,12.0,BR,4.0,,,,,,0.0,,,,,Atlas
131467,-0.02,-0.05,-0.12,0.0,-0.01,APNIC,1.0,5.0,BN,2.0,,,,,,0.0,,,,,Atlas
262532,-0.46,0.05,0.06,-0.09,-0.12,LACNIC,12.0,61.0,BR,20.0,South America,Cable/DSL/ISP,Open,3.0,0.0,1.0,,,,,Atlas
262535,-0.46,0.0,-0.09,-0.19,0.01,LACNIC,2.0,48.0,BR,3.0,Regional,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
262536,-0.46,-0.18,-0.12,0.0,-0.01,LACNIC,1.0,1.0,BR,2.0,,,,,,0.0,,,,,Atlas
131471,-0.1,-0.04,-0.09,-0.19,-0.02,APNIC,2.0,17.0,PK,3.0,Asia Pacific,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,,Atlas
262537,-0.46,0.06,0.05,-0.09,0.01,LACNIC,51.0,242.0,BR,26.0,Regional,Cable/DSL/ISP,Open,3.0,0.0,1.0,,,,,Atlas
